Resource,ResType,FieldPath,LangID,StrRef,TextEng,Text
clantern001,utc,Description,0,12420,"Close relatives of the malevolent Will-o-Wisp, Saint Elmo's Fire is a sentient creature composed of gas and energy. They are often near swampy areas.",
clantern001,utc,FirstName,0,12421,Saint Elmo's Fire,
drixie,utc,Description,0,53076,"Talented illusionists and irreverent pranksters, Drixies make their homes in hollowed trees and rocky grottoes, deep within the forests.",
drixie,utc,FirstName,0,6005,Drixie,
fearling,utc,Description,0,12813,Few tell of the fearling for few escape its grasp. These telepathic creatures are born from the corpses of the guilty and use their powers to project frightening images of their host's foul deeds into the minds of the living.,
fearling,utc,FirstName,0,12814,Fearling,
horderaven,utc,Description,0,53077,"Upon his death, the Dark Ranger's animal companion fled into the swamp and started her own brood. Many generations have passed but the Horde Ravens remain and still remember their loyalty to the Dark Ranger's cause.",
horderaven,utc,FirstName,0,12727,Horde Raven,
perin04,utc,Description,0,57652,This gnome sorcerer's brow is perpetually furled into wrinkles of intense concentration as he studies the world around him with a careful and analytical gaze.,"이 노움 요술사는 끊임없이 자신을 둘러싼 세계를 세심하게 분석하는 시선으로 연구하여, 그의 이마는 강렬한 집중 때문에 주름져 있습니다."
perin04,utc,FirstName,0,12603,Perin,
perin04,utc,LastName,0,12604,Izrick,
perin05,utc,Description,0,57652,This gnome sorcerer's brow is perpetually furled into wrinkles of intense concentration as he studies the world around him with a careful and analytical gaze.,"이 노움 요술사는 끊임없이 자신을 둘러싼 세계를 세심하게 분석하는 시선으로 연구하여, 그의 이마는 강렬한 집중 때문에 주름져 있습니다."
perin05,utc,FirstName,0,12603,Perin,
perin05,utc,LastName,0,12604,Izrick,
perin06,utc,Description,0,57652,This gnome sorcerer's brow is perpetually furled into wrinkles of intense concentration as he studies the world around him with a careful and analytical gaze.,"이 노움 요술사는 끊임없이 자신을 둘러싼 세계를 세심하게 분석하는 시선으로 연구하여, 그의 이마는 강렬한 집중 때문에 주름져 있습니다."
perin06,utc,FirstName,0,12603,Perin,
perin06,utc,LastName,0,12604,Izrick,
perin07,utc,Description,0,57652,This gnome sorcerer's brow is perpetually furled into wrinkles of intense concentration as he studies the world around him with a careful and analytical gaze.,"이 노움 요술사는 끊임없이 자신을 둘러싼 세계를 세심하게 분석하는 시선으로 연구하여, 그의 이마는 강렬한 집중 때문에 주름져 있습니다."
perin07,utc,FirstName,0,12603,Perin,
perin07,utc,LastName,0,12604,Izrick,
perin08,utc,Description,0,57652,This gnome sorcerer's brow is perpetually furled into wrinkles of intense concentration as he studies the world around him with a careful and analytical gaze.,"이 노움 요술사는 끊임없이 자신을 둘러싼 세계를 세심하게 분석하는 시선으로 연구하여, 그의 이마는 강렬한 집중 때문에 주름져 있습니다."
perin08,utc,FirstName,0,12603,Perin,
perin08,utc,LastName,0,12604,Izrick,
perin09,utc,Description,0,57652,This gnome sorcerer's brow is perpetually furled into wrinkles of intense concentration as he studies the world around him with a careful and analytical gaze.,"이 노움 요술사는 끊임없이 자신을 둘러싼 세계를 세심하게 분석하는 시선으로 연구하여, 그의 이마는 강렬한 집중 때문에 주름져 있습니다."
perin09,utc,FirstName,0,12603,Perin,
perin09,utc,LastName,0,12604,Izrick,
perin10,utc,Description,0,57652,This gnome sorcerer's brow is perpetually furled into wrinkles of intense concentration as he studies the world around him with a careful and analytical gaze.,"이 노움 요술사는 끊임없이 자신을 둘러싼 세계를 세심하게 분석하는 시선으로 연구하여, 그의 이마는 강렬한 집중 때문에 주름져 있습니다."
perin10,utc,FirstName,0,12603,Perin,
perin10,utc,LastName,0,12604,Izrick,
perin11,utc,Description,0,57652,This gnome sorcerer's brow is perpetually furled into wrinkles of intense concentration as he studies the world around him with a careful and analytical gaze.,"이 노움 요술사는 끊임없이 자신을 둘러싼 세계를 세심하게 분석하는 시선으로 연구하여, 그의 이마는 강렬한 집중 때문에 주름져 있습니다."
perin11,utc,FirstName,0,12603,Perin,
perin11,utc,LastName,0,12604,Izrick,
perin12,utc,Description,0,57652,This gnome sorcerer's brow is perpetually furled into wrinkles of intense concentration as he studies the world around him with a careful and analytical gaze.,"이 노움 요술사는 끊임없이 자신을 둘러싼 세계를 세심하게 분석하는 시선으로 연구하여, 그의 이마는 강렬한 집중 때문에 주름져 있습니다."
perin12,utc,FirstName,0,12603,Perin,
perin12,utc,LastName,0,12604,Izrick,
perin13,utc,Description,0,57652,This gnome sorcerer's brow is perpetually furled into wrinkles of intense concentration as he studies the world around him with a careful and analytical gaze.,"이 노움 요술사는 끊임없이 자신을 둘러싼 세계를 세심하게 분석하는 시선으로 연구하여, 그의 이마는 강렬한 집중 때문에 주름져 있습니다."
perin13,utc,FirstName,0,12603,Perin,
perin13,utc,LastName,0,12604,Izrick,
perin14,utc,Description,0,57652,This gnome sorcerer's brow is perpetually furled into wrinkles of intense concentration as he studies the world around him with a careful and analytical gaze.,"이 노움 요술사는 끊임없이 자신을 둘러싼 세계를 세심하게 분석하는 시선으로 연구하여, 그의 이마는 강렬한 집중 때문에 주름져 있습니다."
perin14,utc,FirstName,0,12603,Perin,
perin14,utc,LastName,0,12604,Izrick,
talias,utc,FirstName,0,12374,Talias,
talias,utc,LastName,0,-1,Allenthel,
