Resource,ResType,FieldPath,LangID,StrRef,TextEng,Text
module,jrl,Categories/0/EntryList/0/Text,0,-1,"While you were busy inside Polter's Fort, someone else seems to have followed you in. Your horse has been untied from the post where you left it, and is gone. Only some scuff marks and prints remain.",
module,jrl,Categories/0/EntryList/1/Text,0,-1,"While you were busy inside Polter's Fort, someone else seems to have followed you in. Beside your tied up horse, a man lies dying, more than likely kicked by your horse.",
module,jrl,Categories/0/EntryList/2/Text,0,-1,"While you were busy inside Polter's Fort, someone else seems to have followed you in. Your horse has been untied from the post where you left it, and is gone. Only some scuff marks and prints remain, but they were enough for you to work out where the thieves went, and you have followed them into the trees.",
module,jrl,Categories/0/EntryList/3/Text,0,-1,"While you were busy inside Polter's Fort, someone else followed you in. Beside your tied up horse, you found a man, a thief after your horse. He died before you could get much of use out of him, but it seems he and his band have been preying on the fort from a camp not far away. You followed his last directions, heading into the trees and after the rest of his band.",
module,jrl,Categories/0/EntryList/4/Text,0,-1,"While you were busy inside Polter's Fort, someone else followed you in. Beside your tied up horse, you found a man. It's possible he was stealing your horse, but he died before you could get anything useful from him",
module,jrl,Categories/0/EntryList/5/Text,0,-1,"While you were busy inside Polter's Fort, someone else followed you in, hoping to steal your horse while you were otherwise occupied. You tracked the band back into the woods and found their encampment so that you could teach them the error of their ways.",
module,jrl,Categories/0/EntryList/6/Text,0,-1,"While you were busy inside Polter's Fort, someone else followed you in. Your horse was untied from the post where you left it, and is gone. Only some scuff marks and prints remained, and you were unable to make anything of these. It looks like you will have to buy a new horse from the Wangle's Livery in Thunderstone.",
module,jrl,Categories/0/Name,0,-1,A Careless Master,
module,jrl,Categories/1/EntryList/0/Text,0,-1,"While in Thunderstone Town an old man came running out of the cemetery yelling about a kidnapping. He has told you that he saw a woman in a blue dress bundled over the back wall of the cemetery and carried into the forest. 

With the old man as your guide, you have pursued the kidnappers into the forest.",
module,jrl,Categories/1/EntryList/1/Text,0,-1,"While in Thunderstone Town an old man came running out of the cemetery yelling about a kidnapping. He told you that he saw a woman in a blue dress bundled over the back wall of the cemetery and carried into the forest. Luckily you recognize an lunatic when you see one, and sent him packing.",
module,jrl,Categories/1/EntryList/2/Text,0,-1,"While in Thunderstone Town an old man came running out of the cemetery yelling about a kidnapping. He has told you that he saw a woman in a blue dress bundled over the back wall of the cemetery and carried into the forest. You are pursuing the kidnappers.

Overcome with fear, the old man who was serving as your guide has fled.",
module,jrl,Categories/1/EntryList/3/Text,0,-1,"While in Thunderstone Town an old man came running out of the cemetery yelling about a kidnapping. He told you that he saw a woman in a blue dress bundled over the back wall of the cemetery and carried into the forest. You and the old man pursued the kidnappers a little way, but then both of you decided to retrace your steps to Thunderstone, leaving the woman to her fate.",
module,jrl,Categories/1/EntryList/4/Text,0,-1,"While in Thunderstone Town an old man came running out of the cemetery yelling about a kidnapping. He told you that he saw a woman in a blue dress bundled over the back wall of the cemetery and carried into the forest. 

You pursued the kidnappers, only to find that the so-called 'damsel in distress' was a sorceress in cahoots with the kidnappers. After slaying the sorceress, you have returned to find the old man back in Kelemvor's Garden (the cemetery) in Thunderstone.",
module,jrl,Categories/1/EntryList/5/Text,0,-1,"While in Thunderstone Town an old man came running out of the cemetery yelling about a kidnapping. He told you that he saw a woman in a blue dress bundled over the back wall of the cemetery and carried into the forest. 

You pursued the kidnappers, only to find that the so-called 'damsel in distress' was a sorceror in cahoots with the kidnappers. It seems this was a trap to catch you alone.",
