Resource,ResType,FieldPath,LangID,StrRef,TextEng,Text
archery_aim,utp,LocName,0,-1,archery_aim,
archery_targe001,utp,LocName,0,-1,Archery Target (South),
archery_target_0,utp,LocName,0,-1,Archery Target (North),
ballista,utp,Description,0,14552,"A heavy javelin sits in its groove, notched against the ballista's taut-drawn wire. You can imagine how a well-aimed shot might have the power to fell a dragon from the sky.",무거운 투창이 노포의 팽팽하게 당겨진 줄위에 올려져 홈에 안착되어 있습니다. 당신은 잘 겨냥하여 발사하면 용을 하늘에서 떨어뜨릴 수 있을지 상상할 수 있습니다.
banner2,utp,LocName,0,68931,Banner2,
bones001,utp,Description,0,66888,A sad pile of humanoid bones lie on the ground.,
bones2,utp,Description,0,66888,A sad pile of humanoid bones lie on the ground.,
bones3,utp,Description,0,66888,A sad pile of humanoid bones lie on the ground.,
bridgeboulder001,utp,LocName,0,52998,Seaweed,
bridgeboulder002,utp,LocName,0,52998,Seaweed,
bridgeboulder003,utp,LocName,0,52998,Fallen Tree,
chest3,utp,Description,0,14596,A footlocker for personal belongings.,
chest3,utp,LocName,0,5348,Footlocker,
coin,utp,LocName,0,5348,Gold Coin,
cyrricaltar,utp,Description,0,68932,"This altar is a new addition to this chapel, and emanates an evil aura. Lights dance at the edge of vision, and a jawless skull seems to float above it like the very symbol of Cyrric himself.",
cyrricaltar,utp,LocName,0,68931,Altar,
cyrricaltar001,utp,LocName,0,68931,Banner,
cyrricstatue,utp,Description,0,68932,A statue of a warrior.,
cyrricstatue,utp,LocName,0,68931,Statue,
dart_score0,utp,Description,0,14689,This seems to be the scoreboard for the dart game.,
dart_score0,utp,LocName,0,14688,Scorecard 1,
dart_score1,utp,Description,0,14689,This seems to be the scoreboard for the dart game.,
dart_score1,utp,LocName,0,14688,Scorecard 2,
dart_throwing,utp,Description,0,14703,The small pressure plate appears to activate some hidden mechanism below.,이 작은 누름판은 아래 숨겨진 기계장치를 작동시키는 것으로 보입니다.
dart_throwing,utp,LocName,0,14704,Dart Throwing Box,
dla_bladebarrier,utp,LocName,0,-1,Blade Barrier,
dla_dartboard,utp,Description,0,76386,"*Dart Rules*

Controls:
-Click the dartboard to throw your dart, or move to the thrower's box
-Click the left scorecard for an easier shot
-Click the right scorecard for a harder shot

There are six circles.  You must call your shot, eliminating some of the target area.  Any hit outside your area counts for zero points.

Difficulties are:

5th circle (the board): 1 point, AC 0
4th circle: 2 points, AC 10
3rd circle: 3 points, AC 14
2nd circle: 4 points, AC 18
1st circle: 5 points, AC 22
Bull's-eye: 6 points, AC 26

Scoring a critical hit means you hit the top stripe on the board, which scores double points.  You and your opponent altenate three rounds of three darts each.  Winner takes the bet.  In case of a tie, the person that shot first wins.

**Notice from the management**  Due to recent complaints of cheating, the board has been warded against magic.  Thank you, the management.",
dla_dartboard,utp,LocName,0,76385,Dartboard,
dla_forcetalk,utp,Description,0,14662,"You look about you, suspicious, but see nothing.","당신은 뭔가 의심스러운 듯이 보이지만, 아무것도 보지 못합니다."
dla_forcetalk,utp,LocName,0,5800,dla_forcetalk,
dla_horse_packs,utp,LocName,0,-1,Horse큦 Packs,
dla_inventory,utp,Description,0,14662,"You look about you, suspicious, but see nothing.","당신은 뭔가 의심스러운 듯이 보이지만, 아무것도 보지 못합니다."
dla_joust_shield,utp,LocName,0,-1,Shield Regions Map,
