Resource,ResType,FieldPath,LangID,StrRef,TextEng,Text
billboard002,utp,LocName,0,14561,Welcome to the Keep of Cyan,
billboard003,utp,LocName,0,14561,Graveyard,
billboard004,utp,LocName,0,14561,Thanlor Manor - Haunted - Please see Serah Blackhand.,
billboard005,utp,LocName,0,14561,The Smithy,
billboard006,utp,LocName,0,14561,Quartermaster's Store,
billboard007,utp,LocName,0,14561,Silvertongue Manor,
billboard008,utp,LocName,0,14561,Becket Manor,
billboard009,utp,LocName,0,14561,Blackhand Homestead,
billboard010,utp,LocName,0,14561,The Mossy Tree,
billboard011,utp,LocName,0,14561,The Tarnished Tankard,
billboard012,utp,LocName,0,14561,Pawnshop,
corpse002,utp,Description,0,14600,Either he owned little to begin with or this man was stripped of all he had.,
flrlever002,utp,Description,0,14632,Set Leviosa Plot to complete without trap,
km_deathlight,utp,Description,0,14726,A searing shaft of white light descends from some unseen place above.,
km_deathlight,utp,LocName,0,14719,Shaft of Light,
km_finalbracket,utp,LocName,0,14704,Mysterious Bracket,
km_finalmirror,utp,LocName,0,83421,Large Rotating Mirror,
km_mainmirror,utp,Description,0,84167,"You gaze back at your own reflection created by the shiny surface of this huge, stone-framed mirror.",
km_mainmirror,utp,LocName,0,83421,Large Rotating Mirror,
ooc_kai_lever,utp,Description,0,14632,Sets the Kaidala plot.,
ooc_kai_lever,utp,LocName,0,14633,OOC Kaidala Lever,
os_combat_dummy,utp,Description,0,14599,"With its bucket head and straw-filled chest, the combat dummy seems far from threatening.",
os_hidden_gwood,utp,LocName,0,68906,Secret Grate,
os_setup_axes,utp,LocName,0,14549,OOC Armoire Axes,
os_setup_bladed,utp,LocName,0,14549,OOC Armoire Bladed,
os_setup_blunt,utp,LocName,0,14549,OOC Armoire Blunt,
os_setup_double,utp,LocName,0,14549,OOC Armoire Double,
os_setup_exotic,utp,LocName,0,14549,OOC Armoire Exotic,
os_setup_polearm,utp,LocName,0,14549,OOC Armoire Polearm,
os_setup_ranged,utp,LocName,0,14549,OOC Armoire Ranged,
os_trap_dart,utp,LocName,0,5800,Dart Trap Object,
pl_hiddendr002,utp,LocName,0,2962,Hidden Wall Door,
puz_beamjunct,utp,LocName,0,5800,Terminator Junction,
q1_beehive1,utp,LocName,0,14578,Beehive,
q1_fern,utp,Description,0,66749,"The bright, healthy green leaves and stems of this fern shift slighty in the breeze.",
q1_fern,utp,LocName,0,52999,Danberry Shrub,
q1_plc_headcori,utp,Description,0,-1,"Cori May was a sweet natured fey,
Until a very disturbing day,
When all grew dark, and the great lord did frown,
And with a callous gesture did set her down.
But from the grave she still gives power,
And all it costs is a single flower.",
q1_plc_headcori,utp,LocName,0,-1,Cori's Headstone,
q1_plc_headdan,utp,Description,0,-1,"The white side of Dan was kind and cheery,
But the dark side did sometimes make him dreary,
And when t'was determined a mistake he made,
Into this coffin his corpse was laid.
As his spirit still here tarries,
Do be kind and bring him berries.",
q1_plc_headdan,utp,LocName,0,-1,Daniel's Headstone,
q1_poisonhive,utp,LocName,0,14578,Beehive,
q1e_kai_dirt,utp,Description,0,68824,"A large patch of dirt, unsuitable for almost anything but getting dirty or making mud.",
q1e_kai_shrub,utp,Description,0,67632,A nondescript bit of shrubbery.,
q1e_kai_tree,utp,Description,0,14746,"Birds play in the branches above you, chirping merrily.",
q2_armorstand,utp,LocName,0,5681,Armor Stand,
q2_candelabra,utp,Description,0,14589,"Thick tallow candles burn low upon their iron stand. Small mounds have formed on the floor below, where the fallen tallow has accumulated.",
q2_ooc_goblever,utp,Description,0,14632,Set Leviosa Plot to complete without trap,
q2_ooc_goblever,utp,LocName,0,14633,OOC Goblin Lever,
q2_ooc_grdarc001,utp,Description,0,14632,Set Leviosa Plot to complete without trap,
q2_ooc_grdarc001,utp,LocName,0,14633,OOC FROM ENIVID,
q2_ooc_grdarc002,utp,Description,0,14632,Set Leviosa Plot to complete without trap,
q2_ooc_grdarc002,utp,LocName,0,14633,OOC FROM BECKET,
q2_ooc_grdarch1,utp,Description,0,14632,Set Leviosa Plot to complete without trap,
q2_ooc_grdarch1,utp,LocName,0,14633,OOC Live Archaeologist,
q2_ooc_grdarch2,utp,Description,0,14632,Set Leviosa Plot to complete without trap,
q2_ooc_grdarch2,utp,LocName,0,14633,OOC Dead Archaeologist,
q2_ooc_grdcow1,utp,Description,0,14632,Set Leviosa Plot to complete without trap,
q2_ooc_grdcow1,utp,LocName,0,14633,OOC Live Cow,
q2_ooc_grdcow2,utp,Description,0,14632,Set Leviosa Plot to complete without trap,
q2_ooc_grdcow2,utp,LocName,0,14633,OOC Dead Cow,
q2_ooc_grdduer1,utp,Description,0,14632,Set Leviosa Plot to complete without trap,
q2_ooc_grdduer1,utp,LocName,0,14633,OOC Duergar Lever,
q2_ooc_qmlev1,utp,Description,0,14632,Set Leviosa Plot to complete without trap,
q2_ooc_qmlev1,utp,LocName,0,14633,OOC Manticore Right,
q2_ooc_qmlev2,utp,Description,0,14632,Set Leviosa Plot to complete without trap,
q2_ooc_qmlev2,utp,LocName,0,14633,OOC Manticore Wrong,
q2_ooc_votelever,utp,Description,0,14632,Set Leviosa Plot to complete without trap,
q2_ooc_votelever,utp,LocName,0,14633,OOC Vote Lever,
q2_ring_grate,utp,LocName,0,68907,Grate,
q2c19_inv_grate,utp,LocName,0,5800,Invisible Grate Object,
q2c22_grate,utp,LocName,0,68906,Grate,
q2c22b_inv_grate,utp,LocName,0,5800,Invisible Grate Object,
q2c24c_inv_grate,utp,LocName,0,5800,Invisible Grate Object,
q2c_ooc_leverpri,utp,LocName,0,14633,OOC Prison Lever,
q3_advisor,utp,LocName,0,14731,Advisor,
q3_bale_grain,utp,LocName,0,-1,Bale,
q3_bale_static,utp,LocName,0,-1,Bale,
q3_deaddrow,utp,LocName,0,14731,Corpse,
q3_goblinchest,utp,Description,0,14597,"Low and flat, this chest seems to have been designed for the storage and filing of a merchant's accounts.",
q3_illithidlight,utp,LocName,0,14719,Shaft of Light,
q3_inv_ilithid,utp,LocName,0,5800,Invisible Ilithid,
q3_jewel_box,utp,LocName,0,5348,Jewel Box,
q3_kobold_chest,utp,LocName,0,83439,Kobold Chest,
q3_lightrock,utp,Description,0,66885,"A large, solid piece of granite juts out from the ground.",
q3_orbpedestal,utp,LocName,0,84567,Orb Pedestal,
q3_plc_box,utp,LocName,0,-1,Box,
q3_plc_explosive,utp,LocName,0,5738,Explosive Barrel,
q3_plc_grain,utp,LocName,0,-1,Grain,
q3_psioniclight,utp,LocName,0,14719,Psionic Gem,
q3_undeadchest,utp,Description,0,14597,"Low and flat, this chest seems to have been designed for the storage and filing of a merchant's accounts.",
q3af_temp_key,utp,Description,0,14595,"Red: North of Green
Yellow: East of Red
Blue: East of Purple
Purple: South of Yellow
Green: West of Purple
Orange: North of Blue",
q3af_temp_key,utp,LocName,0,5348,Key Box,
q3af_urn_neast,utp,LocName,0,5745,North East Urn,
q3af_urn_north,utp,LocName,0,5745,North Urn,
q3af_urn_nwest,utp,LocName,0,5745,North West Urn,
q3af_urn_seast,utp,LocName,0,5745,South East Urn,
q3af_urn_south,utp,LocName,0,5745,South Urn,
q3af_urn_swest,utp,LocName,0,5745,South West Urn,
q3ag_plc_fallen,utp,Description,0,68811,These pieces of masonry look as if they may have been broken off a nearby structure.,
q3ag_plc_infeste,utp,LocName,0,14641,Corpse,
q3ag_plc_loose1,utp,Description,0,14736,"A few small stones are gathered here, their dull surfaces washed clean.",
q3ag_plc_loose1,utp,LocName,0,5738,Loose Stones,
q3ah_plc_invjump,utp,LocName,0,5800,Invisible Jump Object,
q3ai_inv_q2ab,utp,LocName,0,5800,Invisible Door Object,
q3d_doorlever,utp,Description,0,14632,Set Leviosa Plot to complete without trap,
q3h_gem_barrel,utp,Description,0,84582,[TEMP] Desc BlackBarrel	,
q3h_gem_barrel,utp,LocName,0,84567,Crystal Crushing Barrel,
q3h_mantilever,utp,Description,0,14632,Set Leviosa Plot to complete without trap,
q3h_mantilever,utp,LocName,0,14633,Lever,
signpost001,utp,LocName,0,5732,North - Emerald Hills  West- Keep of Cyan,
